Vg,Vd,Id_actual,Id_predicted
0.22,0.01,1.68796e-07,1.6383472029701806e-07
0.33,0.35,7.5302e-06,7.523817112087272e-06
0.06,0.12,1.9559e-09,1.949021850577992e-09
0.38,0.12,9.9584e-06,9.801345295272767e-06
0.01,0.14,3.0593e-10,3.116929470081687e-10
0.66,0.16,2.95223e-05,2.9513605404645205e-05
0.2,0.58,4.81365e-07,4.804192190022149e-07
0.09,0.7,1.03955e-08,1.0410091988433123e-08
0.38,0.04,4.6091e-06,4.638337413780391e-06
0.05,0.27,1.5949e-09,1.5958141608152233e-09
0.46,0.16,1.80557e-05,1.789942034520209e-05
0.63,0.3,4.02231e-05,4.03880825615488e-05
0.12,0.08,1.72417e-08,1.7213637875101996e-08
0.76,0.18,3.56999e-05,3.549922228557989e-05
0.63,0.49,4.60852e-05,4.589902455336414e-05
0.48,0.16,1.96008e-05,1.94490107242018e-05
0.42,0.59,1.89559e-05,1.90414248208981e-05
0.07,0.45,3.9946e-09,3.980623430877017e-09
0.35,0.32,9.4404e-06,9.462112793698908e-06
0.48,0.13,1.73982e-05,1.719879423035309e-05
0.51,0.6,3.13625e-05,3.1519867479801175e-05
0.64,0.57,4.8532e-05,4.8523307414143345e-05
0.14,0.7,6.49173e-08,6.466415385375512e-08
0.65,0.26,3.92547e-05,3.948911733459681e-05
0.04,0.64,1.5549e-09,1.5584511459110217e-09
0.11,0.22,1.43821e-08,1.4435057238415538e-08
0.75,0.69,6.29418e-05,6.315228907624259e-05
0.66,0.25,3.91462e-05,3.938231020583771e-05
0.55,0.04,7.626e-06,7.666771416552365e-06
0.28,0.2,3.1298e-06,3.1514788133790717e-06
0.13,0.26,3.14817e-08,3.171243747601693e-08
0.29,0.08,3.0436e-06,3.0072437948547304e-06
0.5,0.42,2.85486e-05,2.8535968885989858e-05
0.04,0.31,1.1411e-09,1.1387349418967573e-09
0.5,0.27,2.61238e-05,2.6187443218077533e-05
0.79,0.5,6.23845e-05,6.214765744516626e-05
0.11,0.77,2.29418e-08,2.2750397672410828e-08
0.62,0.47,4.4528e-05,4.4346694558043964e-05
0.69,0.44,5.15243e-05,5.1274188444949685e-05
0.8,0.34,5.46646e-05,5.5006897309795025e-05
0.42,0.57,1.88677e-05,1.8940233530884143e-05
0.61,0.73,4.62421e-05,4.63442148611648e-05
0.68,0.73,5.53902e-05,5.555697105592117e-05
0.77,0.07,1.59043e-05,1.5691138978581877e-05
0.76,0.6,6.24099e-05,6.22275416390039e-05
0.7,0.31,4.63324e-05,4.658321835449897e-05
0.59,0.47,4.0833e-05,4.072101910423953e-05
0.47,0.54,2.54427e-05,2.5522973737679424e-05
0.61,0.66,4.56403e-05,4.585711460094899e-05
0.37,0.22,1.0954e-05,1.1038455195375718e-05
0.45,0.33,2.12179e-05,2.127693602233194e-05
0.72,0.66,5.92628e-05,5.938597387284972e-05
0.25,0.22,1.6294e-06,1.6280231011478464e-06
0.6,0.27,3.60012e-05,3.6158115835860376e-05
0.4,0.41,1.55686e-05,1.556697789055761e-05
0.64,0.3,4.10766e-05,4.125786654185504e-05
0.72,0.54,5.71542e-05,5.6827087537385526e-05
0.06,0.17,2.0876e-09,2.0852759785583432e-09
0.79,0.68,6.67391e-05,6.696477648802102e-05
0.3,0.72,5.5933e-06,5.611984088318422e-06
0.11,0.5,1.84373e-08,1.8307243720983024e-08
0.61,0.64,4.54519e-05,4.5658713206648825e-05
0.72,0.2,3.7062e-05,3.708743606694043e-05
0.59,0.71,4.33367e-05,4.348233458586037e-05
0.03,0.28,7.60967e-10,7.607729202163682e-10
0.77,0.3,4.98525e-05,5.013691261410713e-05
0.78,0.04,9.3302e-06,9.238345082849264e-06
0.56,0.72,3.92136e-05,3.931313491193578e-05
0.72,0.39,5.23443e-05,5.234257550910115e-05
0.66,0.64,5.19081e-05,5.206304602324963e-05
0.37,0.51,1.23684e-05,1.2379083545965842e-05
0.76,0.1,2.19519e-05,2.1664756059180948e-05
0.61,0.38,4.13632e-05,4.129331689910032e-05
0.32,0.22,6.1649e-06,6.219300812517758e-06
0.28,0.43,3.5397e-06,3.5311426017869963e-06
0.37,0.01,1.1966e-06,1.26259183161892e-06
0.7,0.57,5.5609e-05,5.5420003263861865e-05
0.34,0.12,6.9328e-06,6.863198359496891e-06
0.53,0.5,3.33297e-05,3.3358068321831524e-05
0.54,0.52,3.48687e-05,3.4921599144581706e-05
0.15,0.13,5.77773e-08,5.691141325314675e-08
0.24,0.13,1.1571e-06,1.1730476489901776e-06
0.17,0.66,1.8412e-07,1.8368094970355741e-07
0.59,0.18,2.85342e-05,2.8562563529703765e-05
0.41,0.2,1.4836e-05,1.4850155275780708e-05
0.56,0.52,3.75596e-05,3.759034996619448e-05
0.55,0.64,3.72395e-05,3.7438108120113614e-05
0.26,0.54,2.4596e-06,2.45729693233443e-06
0.76,0.17,3.41987e-05,3.3960445143748075e-05
0.48,0.77,2.80714e-05,2.8061063603672667e-05
0.28,0.13,2.9161e-06,2.9447359520418103e-06
0.43,0.34,1.88331e-05,1.888261795102153e-05
0.41,0.21,1.50206e-05,1.5059204888530075e-05
0.11,0.17,1.36561e-08,1.36045042609112e-08
0.02,0.47,6.31489e-10,6.269336738640163e-10
0.21,0.18,5.00579e-07,4.971783573637367e-07
0.14,0.25,4.51881e-08,4.5327698927621896e-08
0.36,0.59,1.14636e-05,1.1511327211337629e-05
0.59,0.69,4.31791e-05,4.336545462138019e-05
0.41,0.4,1.67514e-05,1.675536041148007e-05
0.31,0.26,5.4593e-06,5.481953230628278e-06
0.13,0.12,2.71227e-08,2.6833181436813903e-08
0.7,0.51,5.44019e-05,5.4066263473941944e-05
0.16,0.54,1.18449e-07,1.1784084620103386e-07
0.03,0.01,1.87668e-10,1.8802390755467969e-10
0.3,0.27,4.6858e-06,4.695056104537798e-06
0.5,0.11,1.65425e-05,1.6361558518838137e-05
0.18,0.35,2.08693e-07,2.0936316218467253e-07
0.67,0.31,4.40932e-05,4.430020795552991e-05
0.75,0.24,4.30291e-05,4.314704448916018e-05
0.77,0.2,3.8848e-05,3.869343781843782e-05
0.74,0.24,4.25819e-05,4.2725864332169295e-05
0.25,0.76,2.1642e-06,2.1614216348098127e-06
0.17,0.35,1.46561e-07,1.4713479714600906e-07
0.07,0.1,2.7552e-09,2.7476177777430167e-09
0.54,0.01,1.9389e-06,1.982726535061374e-06
0.37,0.23,1.10392e-05,1.1128363803436514e-05
0.06,0.49,2.8539e-09,2.862202781450662e-09
0.74,0.32,4.97051e-05,4.998712334781885e-05
0.01,0.36,3.90174e-10,3.9374024041194387e-10
0.57,0.12,2.07198e-05,2.0619001588784158e-05
0.7,0.66,5.69829e-05,5.7129235938191417e-05
0.25,0.11,1.4551e-06,1.4763367562409257e-06
0.02,0.55,6.81415e-10,6.768440197202352e-10
0.42,0.43,1.81775e-05,1.817849009967176e-05
0.3,0.18,4.4142e-06,4.459014344320167e-06
0.45,0.45,2.219e-05,2.2198336046130863e-05
0.05,0.12,1.3419e-09,1.3376856955460425e-09
0.68,0.61,5.39493e-05,5.397084001742769e-05
0.29,0.24,3.878e-06,3.891950327670201e-06
0.11,0.01,3.8254e-09,3.818819322987111e-09
0.56,0.43,3.64408e-05,3.636299661593512e-05
0.24,0.19,1.2283e-06,1.2294098632992245e-06
0.07,0.11,2.8054e-09,2.795372129327234e-09
0.1,0.66,1.45425e-08,1.4513939916582787e-08
0.62,0.63,4.66755e-05,4.6862781236995945e-05
0.69,0.51,5.33359e-05,5.3020477207610386e-05
0.29,0.27,3.9455e-06,3.948381026930293e-06
0.35,0.68,1.05794e-05,1.0651503835106269e-05
0.23,0.8,1.3341e-06,1.330529084953014e-06
0.75,0.28,4.70373e-05,4.729609237983823e-05
0.04,0.13,9.34286e-10,9.327219041566083e-10
0.15,0.57,8.45251e-08,8.40887803121859e-08
0.73,0.33,4.97444e-05,4.9995913723250855e-05
0.65,0.09,1.82642e-05,1.8205845990451052e-05
0.32,0.06,3.9503e-06,3.875065594911575e-06
0.69,0.55,5.41352e-05,5.390729747887236e-05
0.66,0.02,4.3843e-06,4.435340233612806e-06
0.34,0.26,8.1759e-06,8.231812316807918e-06
0.02,0.68,7.69093e-10,7.628251985636326e-10
0.46,0.15,1.74812e-05,1.730248986859806e-05
0.61,0.44,4.27662e-05,4.260235436959192e-05
0.51,0.26,2.69102e-05,2.6968200254486875e-05
0.01,0.48,4.39274e-10,4.421913235574948e-10
0.65,0.33,4.34965e-05,4.3613452871795746e-05
0.05,0.57,2.1152e-09,2.132868894832995e-09
0.36,0.56,1.13701e-05,1.1401983647374438e-05
0.5,0.64,3.02127e-05,3.0372797045856714e-05
0.72,0.62,5.86561e-05,5.862175763468258e-05
0.42,0.55,1.87776e-05,1.8836240815289785e-05
0.25,0.31,1.7263e-06,1.7223376971742254e-06
0.63,0.16,2.83118e-05,2.83139618113637e-05
0.12,0.23,2.10986e-08,2.1198785731257888e-08
0.72,0.44,5.437e-05,5.414280924014747e-05
0.32,0.04,2.9577e-06,2.9405453824438153e-06
0.73,0.6,5.93855e-05,5.9242977295070885e-05
0.52,0.8,3.39769e-05,3.3803420956246553e-05
0.05,0.04,9.88678e-10,9.91271420502926e-10
0.46,0.78,2.52764e-05,2.526976626541e-05
0.13,0.58,4.11065e-08,4.089397307893705e-08
0.33,0.26,7.2225e-06,7.2669531800784175e-06
0.08,0.64,6.8342e-09,6.874320206406992e-09
0.14,0.11,3.8759e-08,3.8346540520706184e-08
0.51,0.48,3.04494e-05,3.0465759336948395e-05
0.58,0.74,4.21675e-05,4.221308947307989e-05
0.45,0.23,1.9681e-05,1.9717172908713112e-05
0.66,0.68,5.23599e-05,5.256817530607805e-05
0.27,0.55,3.0592e-06,3.0571655543099043e-06
0.62,0.31,3.98285e-05,3.9955848769750446e-05
0.66,0.07,1.46988e-05,1.4670689706690611e-05
0.42,0.41,1.8063e-05,1.8066193624690638e-05
0.19,0.1,2.32464e-07,2.3420202523993794e-07
0.71,0.04,8.9717e-06,8.973396616056561e-06
0.02,0.45,6.19443e-10,6.149545872524698e-10
0.12,0.15,1.94088e-08,1.9249073801574922e-08
0.62,0.79,4.80763e-05,4.789302831341047e-05
0.32,0.52,7.0149e-06,7.014123293629382e-06
0.5,0.35,2.76966e-05,2.7722785671357996e-05
0.41,0.12,1.21288e-05,1.1929106258321553e-05
0.68,0.45,5.08047e-05,5.053240856796038e-05
0.4,0.5,1.59861e-05,1.6003103155526333e-05
0.39,0.01,1.316e-06,1.3829179806634785e-06
0.6,0.56,4.32938e-05,4.3351509375497706e-05
0.39,0.54,1.48994e-05,1.4935300059732983e-05
0.24,0.38,1.392e-06,1.392931862937985e-06
0.64,0.8,5.08584e-05,5.0624442519620064e-05
0.28,0.34,3.3944e-06,3.385282816452673e-06
0.24,0.41,1.416e-06,1.4171590555633883e-06
0.63,0.15,2.70279e-05,2.700599652598612e-05
0.55,0.08,1.43553e-05,1.4282609336078168e-05
0.44,0.79,2.25143e-05,2.2514243137266022e-05
0.27,0.19,2.5317e-06,2.5490441475994886e-06
0.18,0.57,2.44751e-07,2.437197929339163e-07
0.03,0.39,8.48982e-10,8.426942410544314e-10
0.55,0.12,1.99165e-05,1.97920692153275e-05
0.2,0.31,4.00675e-07,4.007227460078866e-07
0.07,0.73,5.0989e-09,5.136934695393336e-09
0.57,0.65,4.00978e-05,4.0306483424501496e-05
0.23,0.61,1.2073e-06,1.207321895435598e-06
0.27,0.11,2.3016e-06,2.3217842135636604e-06
0.02,0.2,4.79799e-10,4.848259127498978e-10
0.51,0.37,2.92364e-05,2.9239219584269447e-05
0.73,0.53,5.79349e-05,5.757694445492234e-05
0.69,0.08,1.70566e-05,1.6977007035166026e-05
0.31,0.56,6.17e-06,6.1769088642904544e-06
0.14,0.49,5.52183e-08,5.5046817806214675e-08
0.71,0.05,1.11319e-05,1.1106680904049427e-05
0.26,0.55,2.4709e-06,2.469008177286014e-06
0.78,0.78,6.72396e-05,6.75829801184591e-05
0.71,0.5,5.51964e-05,5.484186840476468e-05
0.01,0.06,2.53102e-10,2.5115067359138267e-10
0.07,0.61,4.6003e-09,4.642998128190357e-09
0.1,0.73,1.53946e-08,1.534295959615406e-08
0.8,0.42,5.9705e-05,5.985878000501543e-05
0.47,0.01,1.7015e-06,1.7537661187816411e-06
0.56,0.77,3.9544e-05,3.946217300835997e-05
0.65,0.79,5.21046e-05,5.1951460045529535e-05
0.43,0.46,1.96317e-05,1.9640293685370126e-05
0.47,0.47,2.49852e-05,2.500391681678593e-05
0.5,0.78,3.0988e-05,3.092168510193005e-05
0.22,0.31,7.55615e-07,7.552417423539737e-07
0.71,0.22,3.90062e-05,3.913595457561314e-05
0.24,0.78,1.7137e-06,1.710037740849657e-06
0.34,0.66,9.4134e-06,9.47176362387836e-06
0.63,0.51,4.64193e-05,4.626857349649072e-05
0.19,0.05,1.92715e-07,1.9443907603999835e-07
0.56,0.03,5.8717e-06,5.930037586949765e-06
0.64,0.46,4.66829e-05,4.6455089031951504e-05
0.62,0.17,2.90569e-05,2.908316688262858e-05
0.06,0.74,3.5563e-09,3.5796203246007962e-09
0.55,0.49,3.59067e-05,3.589726191421505e-05
0.41,0.46,1.70644e-05,1.706773815385532e-05
0.1,0.05,7.1065e-09,7.152573999746892e-09
0.45,0.38,2.16797e-05,2.1698047712561676e-05
0.31,0.77,6.6025e-06,6.610242480746819e-06
0.76,0.39,5.54065e-05,5.552111673750915e-05
0.27,0.78,3.3627e-06,3.352254152559908e-06
0.03,0.3,7.76629e-10,7.74940978054417e-10
0.38,0.53,1.36343e-05,1.3659482156072046e-05
0.3,0.45,5.0783e-06,5.065807408755063e-06
0.19,0.19,2.59233e-07,2.5551079261276757e-07
0.12,0.03,1.20055e-08,1.1976851510553388e-08
0.44,0.53,2.1328e-05,2.138336258212803e-05
0.25,0.69,2.0959e-06,2.098037498399208e-06
0.5,0.45,2.88391e-05,2.883585875679273e-05
0.67,0.53,5.15038e-05,5.127948694280349e-05
0.53,0.75,3.51325e-05,3.5136605220031925e-05
0.05,0.71,2.3953e-09,2.4090270778209797e-09
0.59,0.12,2.14581e-05,2.1376708173193037e-05
0.61,0.01,2.1104e-06,2.151242224499583e-06
0.41,0.16,1.38239e-05,1.3714659726247191e-05
0.6,0.67,4.438e-05,4.45929441775661e-05
0.41,0.27,1.58095e-05,1.5905239815765527e-05
0.05,0.2,1.4824e-09,1.4851285534689397e-09
0.74,0.02,4.6186e-06,4.632619093172253e-06
0.02,0.07,3.85679e-10,3.825738437157611e-10
0.61,0.56,4.45948e-05,4.463154939003289e-05
0.01,0.5,4.47864e-10,4.508873829855986e-10
0.03,0.23,7.22161e-10,7.251252620577021e-10
0.31,0.1,4.4885e-06,4.444202204467729e-06
0.26,0.23,2.0866e-06,2.086425811285153e-06
0.22,0.57,8.88088e-07,8.874107584233569e-07
0.54,0.61,3.56205e-05,3.580263681215001e-05
0.72,0.34,4.96816e-05,4.9888280045706786e-05
0.44,0.65,2.19105e-05,2.2032297056284734e-05
0.34,0.53,9.0646e-06,9.073076962522465e-06
0.54,0.17,2.45486e-05,2.4483872402925046e-05
0.07,0.72,5.0558e-09,5.097817528110226e-09
0.55,0.36,3.39821e-05,3.397208667593077e-05
0.27,0.03,1.2267e-06,1.2041686568409204e-06
0.17,0.15,1.22833e-07,1.2079440807610807e-07
0.59,0.26,3.45823e-05,3.4726866288110615e-05
0.73,0.67,6.05099e-05,6.065767658583355e-05
0.69,0.02,4.4812e-06,4.5222416520118716e-06
0.45,0.52,2.26137e-05,2.2666194709017873e-05
0.1,0.62,1.40723e-08,1.402975367881254e-08
0.04,0.43,1.2814e-09,1.2768408796937081e-09
0.69,0.6,5.49717e-05,5.492828786373138e-05
0.67,0.36,4.66728e-05,4.671068571042269e-05
0.17,0.48,1.61764e-07,1.612943106010789e-07
0.27,0.18,2.5113e-06,2.5321334942418614e-06
0.45,0.76,2.3782e-05,2.3826972173992545e-05
0.22,0.68,9.45698e-07,9.470937675359893e-07
0.3,0.46,5.0982e-06,5.086573492008029e-06
0.71,0.72,5.88948e-05,5.910849489737302e-05
0.78,0.6,6.42806e-05,6.410123314708472e-05
0.69,0.38,4.93345e-05,4.931903386022896e-05
0.1,0.38,1.14753e-08,1.1428925361656184e-08
0.3,0.7,5.5561e-06,5.577334104600595e-06
0.29,0.22,3.8293e-06,3.8517981010954825e-06
0.74,0.37,5.28782e-05,5.30192069709301e-05
0.55,0.06,1.11254e-05,1.111084478907287e-05
0.5,0.08,1.29108e-05,1.27947807777673e-05
0.24,0.54,1.5195e-06,1.5184268613666065e-06
0.27,0.61,3.1385e-06,3.1407785581905045e-06
0.54,0.68,3.61167e-05,3.628215767093934e-05
0.75,0.26,4.51312e-05,4.5330270659178495e-05
0.53,0.51,3.34221e-05,3.346601028169971e-05
0.75,0.65,6.23243e-05,6.238130699784961e-05
0.23,0.21,9.44567e-07,9.407794505023048e-07
0.44,0.59,2.16295e-05,2.172810025513172e-05
0.75,0.7,6.30851e-05,6.332215925795025e-05
0.41,0.01,1.4258e-06,1.4905071293469518e-06
0.1,0.27,1.03827e-08,1.0428030599030082e-08
0.05,0.5,1.9851e-09,1.992651599280748e-09
0.16,0.28,9.65908e-08,9.66802542734513e-08
0.75,0.01,2.3305e-06,2.3438593780156226e-06
0.73,0.64,6.00591e-05,6.009296514093876e-05
0.72,0.79,6.08336e-05,6.0849184446851726e-05
0.18,0.34,2.07102e-07,2.077076146633772e-07
0.61,0.4,4.18859e-05,4.1771458927541975e-05
0.77,0.26,4.60575e-05,4.6210092841647564e-05
0.42,0.06,7.8599e-06,7.796786958351731e-06
0.52,0.26,2.79537e-05,2.801517170155421e-05
0.62,0.32,4.02824e-05,4.0385024622082714e-05
0.22,0.17,6.7856e-07,6.777203680030653e-07
0.71,0.43,5.31027e-05,5.290088374749757e-05
0.25,0.17,1.5662e-06,1.5770910249557348e-06
0.77,0.03,7.0015e-06,6.964712374610826e-06
0.45,0.67,2.33764e-05,2.3501406358263923e-05
0.4,0.33,1.51158e-05,1.5164609503699467e-05
0.57,0.58,3.94973e-05,3.963990049669519e-05
0.14,0.33,4.84599e-08,4.8891092347957965e-08
0.01,0.42,4.14225e-10,4.1709381282117875e-10
0.67,0.4,4.82429e-05,4.812085826415569e-05
0.34,0.5,8.9805e-06,8.97819427336799e-06
0.49,0.35,2.64481e-05,2.6478809377294962e-05
0.32,0.61,7.2229e-06,7.249508971653995e-06
0.64,0.53,4.79534e-05,4.782158466696274e-05
0.27,0.27,2.6697e-06,2.665640186023666e-06
0.4,0.34,1.51792e-05,1.5218882253975609e-05
0.42,0.35,1.76752e-05,1.771365423337556e-05
0.49,0.59,2.85086e-05,2.8644546400755644e-05
0.28,0.18,3.0809e-06,3.1097306055016815e-06
0.03,0.76,1.1967e-09,1.1805817790033757e-09
0.24,0.73,1.6726e-06,1.6736098791625409e-06
0.41,0.63,1.78078e-05,1.790851549230865e-05
0.8,0.16,3.3566e-05,3.3098398707807066e-05
0.22,0.72,9.67052e-07,9.688703266874654e-07
0.31,0.79,6.643e-06,6.6363997211738025e-06
0.36,0.2,9.7653e-06,9.834392403718085e-06
0.19,0.73,3.82028e-07,3.8276604925613355e-07
0.71,0.4,5.19408e-05,5.1870086463168266e-05
0.07,0.58,4.4819e-09,4.514941576161391e-09
0.03,0.61,1.0444e-09,1.0391097438056107e-09
0.78,0.75,6.68461e-05,6.722878970322199e-05
0.42,0.61,1.90423e-05,1.9139297401125076e-05
0.75,0.45,5.73459e-05,5.7142066361848264e-05
0.01,0.25,3.48119e-10,3.5513031404477147e-10
0.34,0.07,5.3279e-06,5.224554261076264e-06
0.18,0.53,2.37993e-07,2.3701885908167243e-07
0.29,0.17,3.6835e-06,3.7221195270831233e-06
0.35,0.12,7.6903e-06,7.597338699270039e-06
0.13,0.44,3.67343e-08,3.672217872008332e-08
0.16,0.47,1.12368e-07,1.1210631782887503e-07
0.03,0.54,9.7895e-10,9.738298767381082e-10
0.37,0.4,1.19565e-05,1.194796059280634e-05
0.39,0.28,1.3608e-05,1.3694161898456516e-05
0.55,0.1,1.72893e-05,1.717678242130205e-05
0.26,0.56,2.4823e-06,2.480763832863886e-06
0.64,0.12,2.30525e-05,2.2985995165072382e-05
0.23,0.11,8.5014e-07,8.643805631436407e-07
0.46,0.63,2.45647e-05,2.4694549319974613e-05
0.38,0.54,1.36709e-05,1.3701820498681628e-05
0.05,0.03,8.60417e-10,8.634202686153002e-10
0.68,0.57,5.33431e-05,5.321380776877049e-05
0.64,0.5,4.74567e-05,4.725807593786158e-05
0.59,0.32,3.73247e-05,3.739348612725735e-05
0.24,0.77,1.7054e-06,1.7031235938702594e-06
0.32,0.17,5.9121e-06,5.96165620663669e-06
0.5,0.73,3.0724e-05,3.078922200074885e-05
0.47,0.67,2.61607e-05,2.6292881411791317e-05
0.14,0.75,6.73964e-08,6.705541721885311e-08
0.21,0.42,5.97207e-07,5.987733334222866e-07
0.31,0.42,5.8647e-06,5.848651107953628e-06
0.08,0.05,3.3459e-09,3.3727197035204884e-09
0.11,0.32,1.57902e-08,1.587660335644614e-08
0.71,0.75,5.9234e-05,5.9394586060079746e-05
0.09,0.56,9.2457e-09,9.214979570515425e-09
0.33,0.11,6.0039e-06,5.9352935204515236e-06
0.4,0.39,1.54652e-05,1.547013434901601e-05
0.23,0.44,1.0975e-06,1.0989014845108613e-06
0.76,0.7,6.41249e-05,6.437450501834973e-05
0.55,0.01,1.9668e-06,2.0101947302464396e-06
0.65,0.51,4.88176e-05,4.860827197262552e-05
0.12,0.44,2.53905e-08,2.533125893933175e-08
0.62,0.24,3.5629e-05,3.58147022780031e-05
0.42,0.19,1.56208e-05,1.5590474431519398e-05
0.74,0.61,6.06064e-05,6.049020252248738e-05
0.16,0.62,1.25642e-07,1.2509653203096604e-07
0.71,0.52,5.56747e-05,5.533174698939547e-05
0.56,0.42,3.62873e-05,3.6210781690897416e-05
0.47,0.62,2.58991e-05,2.603357148473151e-05
0.67,0.12,2.38597e-05,2.377119439188391e-05
0.14,0.42,5.22081e-08,5.232536580024316e-08
0.02,0.28,5.22965e-10,5.245532097575279e-10
0.44,0.64,2.18649e-05,2.198494039475918e-05
0.42,0.77,1.96878e-05,1.974321728994255e-05
0.18,0.39,2.15082e-07,2.1566698762853776e-07
0.49,0.1,1.49878e-05,1.4810560969635844e-05
0.13,0.76,4.72504e-08,4.692238093184642e-08
0.56,0.44,3.6587e-05,3.651092993095517e-05
0.46,0.04,6.3142e-06,6.346412701532245e-06
0.02,0.8,8.58063e-10,8.484755120719001e-10
0.45,0.57,2.28845e-05,2.2976748878136276e-05
0.03,0.72,1.1544e-09,1.1426782720036498e-09
0.13,0.3,3.26292e-08,3.29522073627686e-08
0.78,0.34,5.35622e-05,5.3875102312304084e-05
0.8,0.26,4.73128e-05,4.737184615805745e-05
0.3,0.43,5.0381e-06,5.024359006711166e-06
0.03,0.1,6.09808e-10,6.071995350964699e-10
0.72,0.12,2.5e-05,2.4814851349219678e-05
0.45,0.7,2.35148e-05,2.3627441260032354e-05
0.23,0.29,1.0001e-06,9.976371893571922e-07
0.3,0.13,4.1558e-06,4.175199719611556e-06
0.13,0.41,3.58362e-08,3.592396190299496e-08
0.8,0.22,4.24968e-05,4.2308912088628856e-05
0.47,0.66,2.61095e-05,2.6245072949677708e-05
0.23,0.56,1.1748e-06,1.1740401896531694e-06
0.45,0.22,1.9437e-05,1.945140233146958e-05
0.63,0.65,4.81904e-05,4.839514331251849e-05
0.22,0.05,5.06487e-07,5.078163667349145e-07
0.22,0.47,8.36864e-07,8.375538516247616e-07
0.04,0.54,1.4197e-09,1.42184676032997e-09
0.49,0.09,1.38259e-05,1.367123899399303e-05
0.73,0.43,5.4883e-05,5.471600816235877e-05
0.65,0.62,5.04188e-05,5.054113920778036e-05
0.07,0.13,2.8924e-09,2.880601872590205e-09
0.4,0.76,1.69842e-05,1.705926828435622e-05
0.44,0.28,1.94244e-05,1.9513473671395334e-05
0.74,0.34,5.1075e-05,5.1319076446816326e-05
0.38,0.6,1.38839e-05,1.3950595166534185e-05
0.59,0.64,4.27585e-05,4.29703900590539e-05
0.64,0.75,5.04436e-05,5.049630090070423e-05
0.32,0.79,7.6237e-06,7.623741266797879e-06
0.53,0.45,3.28185e-05,3.2789278338896115e-05
0.06,0.61,3.176e-09,3.213216577258038e-09
0.71,0.25,4.21109e-05,4.2339510400779545e-05
0.41,0.52,1.73446e-05,1.7377598560415208e-05
0.4,0.6,1.63941e-05,1.6473331925226375e-05
0.42,0.66,1.92519e-05,1.9366635897313244e-05
0.6,0.7,4.46325e-05,4.4807425729231903e-05
0.12,0.63,2.96326e-08,2.9492391249164028e-08
0.6,0.76,4.50996e-05,4.507138175540604e-05
0.75,0.63,6.1985e-05,6.19490766985109e-05
0.01,0.46,4.30806e-10,4.336522274606125e-10
0.73,0.73,6.13036e-05,6.15390224265866e-05
0.5,0.8,3.10905e-05,3.095472056884319e-05
0.67,0.66,5.33836e-05,5.3565175185212866e-05
0.66,0.05,1.07144e-05,1.073182502295822e-05
0.51,0.7,3.19823e-05,3.210192408005241e-05
0.75,0.73,6.34924e-05,6.376943798386492e-05
0.57,0.07,1.31985e-05,1.3166382123017686e-05
0.44,0.75,2.23476e-05,2.2415933472075267e-05
0.73,0.63,5.98992e-05,5.9889725598623045e-05
0.53,0.53,3.35991e-05,3.3675320373731666e-05
0.68,0.44,5.05197e-05,5.027046921895817e-05
0.42,0.03,4.2516e-06,4.321387968957424e-06
0.53,0.17,2.38849e-05,2.3806063982192427e-05
0.63,0.44,4.51017e-05,4.490381776122376e-05
0.69,0.34,4.73942e-05,4.754452325869352e-05
0.72,0.63,5.88151e-05,5.882345256395638e-05
0.23,0.59,1.1943e-06,1.1938665943489467e-06
0.22,0.51,8.5725e-07,8.569782153244888e-07
0.15,0.24,6.47353e-08,6.456315077230101e-08
0.31,0.72,6.501e-06,6.528505909955129e-06
0.73,0.36,5.15853e-05,5.174175021238625e-05
0.71,0.38,5.1052e-05,5.107468372443691e-05
0.06,0.16,2.0631e-09,2.0594698924014665e-09
0.46,0.21,2.01711e-05,2.0152096622041425e-05
0.58,0.43,3.89432e-05,3.883414508891292e-05
0.37,0.44,1.21135e-05,1.210250280564651e-05
0.62,0.36,4.18209e-05,4.180778574664145e-05
0.33,0.23,7.0958e-06,7.157013060350437e-06
0.38,0.48,1.34458e-05,1.3446886441670358e-05
0.09,0.43,8.264e-09,8.193588616478564e-09
0.08,0.43,5.6946e-09,5.652090955265976e-09
0.14,0.45,5.34865e-08,5.346539531103645e-08
0.03,0.71,1.144e-09,1.1332307059408464e-09
0.7,0.64,5.6711e-05,5.679566878825426e-05
0.1,0.44,1.20923e-08,1.199964785314478e-08
0.44,0.08,1.0708e-05,1.0558307403698563e-05
0.17,0.39,1.51178e-07,1.5161092989046665e-07
0.35,0.7,1.06348e-05,1.070771068043541e-05
0.47,0.02,3.3554e-06,3.4248689189553262e-06
0.37,0.49,1.22976e-05,1.2299585650907829e-05
0.56,0.37,3.53816e-05,3.535213778377511e-05
0.52,0.56,3.24678e-05,3.259007848100737e-05
0.12,0.45,2.56031e-08,2.5524785485231406e-08
0.11,0.35,1.62171e-08,1.6262179514114904e-08
0.28,0.11,2.8126e-06,2.827183998306282e-06
0.4,0.21,1.39711e-05,1.402221962052863e-05
0.25,0.13,1.5005e-06,1.521558533568168e-06
0.02,0.42,6.01682e-10,5.974638983552438e-10
0.41,0.8,1.84526e-05,1.84655305929482e-05
0.29,0.28,3.9668e-06,3.966792537539732e-06
0.48,0.74,2.79242e-05,2.7979112855973652e-05
0.44,0.31,1.97793e-05,1.9855251957778818e-05
0.43,0.05,7.0029e-06,6.991661211941392e-06
0.3,0.3,4.7585e-06,4.756912312586791e-06
